Name, Entropy, C Size, Number of Threads, Elements Per Second, Total Time
Parallel Merge Sort using Serial Merge, 28, 100, 6, 129150, 0.00077428820077329874
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 6, 439286, 0.00022764205641578883
Parallel Merge Sort using Bitonic Merge, 28, 100, 6, 87901, 0.00113763811532407999
Parallel Merge Sort using Serial Merge, 28, 100, 8, 551882, 0.00018119812011718750
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 8, 574247, 0.00017414093599654734
Parallel Merge Sort using Bitonic Merge, 28, 100, 8, 134011, 0.00074620248051360250
Parallel Merge Sort using Serial Merge, 28, 100, 16, 153705, 0.00065059663029387593
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 16, 300150, 0.00033316612825728953
Parallel Merge Sort using Bitonic Merge, 28, 100, 16, 51173, 0.00195412640459835529
Parallel Merge Sort using Serial Merge, 28, 100, 32, 132037, 0.00075736048165708780
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 32, 134977, 0.00074086186941713095
Parallel Merge Sort using Bitonic Merge, 28, 100, 32, 15996, 0.00625133514404296875
Parallel Merge Sort using Serial Merge, 28, 100, 36, 106676, 0.00093741418095305562
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 36, 61464, 0.00162696838378906250
Parallel Merge Sort using Bitonic Merge, 28, 100, 36, 27449, 0.00364298815838992596
Parallel Merge Sort using Serial Merge, 28, 100, 68, 48585, 0.00205821986310184002
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 68, 49228, 0.00203132629394531250
Parallel Merge Sort using Bitonic Merge, 28, 100, 68, 11696, 0.00854983367025852203
Parallel Merge Sort using Serial Merge, 28, 100, 72, 40967, 0.00244097714312374592
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 72, 33965, 0.00294413557276129723
Parallel Merge Sort using Bitonic Merge, 28, 100, 72, 13558, 0.00737519282847642899
Parallel Merge Sort using Serial Merge, 32, 100, 6, 379437, 0.00026354790315963328
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 6, 763155, 0.00013103484525345266
Parallel Merge Sort using Bitonic Merge, 32, 100, 6, 354668, 0.00028195380582474172
Parallel Merge Sort using Serial Merge, 32, 100, 8, 916187, 0.00010914802260231227
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 8, 946795, 0.00010561943054199219
Parallel Merge Sort using Bitonic Merge, 32, 100, 8, 301922, 0.00033121107844635844
Parallel Merge Sort using Serial Merge, 32, 100, 16, 394275, 0.00025362969608977437
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 16, 406819, 0.00024580955505371094
Parallel Merge Sort using Bitonic Merge, 32, 100, 16, 119387, 0.00083761214045807719
Parallel Merge Sort using Serial Merge, 32, 100, 32, 158120, 0.00063242914620786905
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 32, 155425, 0.00064339640084654093
Parallel Merge Sort using Bitonic Merge, 32, 100, 32, 31703, 0.00315418234094977379
Parallel Merge Sort using Serial Merge, 32, 100, 36, 103922, 0.00096225738525390625
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 36, 104144, 0.00096020696219056845
Parallel Merge Sort using Bitonic Merge, 32, 100, 36, -505, -0.19768424332141876221
Parallel Merge Sort using Serial Merge, 32, 100, 68, 44323, 0.00225615501403808594
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 68, 27500, 0.00363626470789313316
Parallel Merge Sort using Bitonic Merge, 32, 100, 68, 14663, 0.00681958207860589027
Parallel Merge Sort using Serial Merge, 32, 100, 72, 42158, 0.00237202644348144531
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 72, 47466, 0.00210676202550530434
Parallel Merge Sort using Bitonic Merge, 32, 100, 72, 11324, 0.00883078575134277344
Parallel Merge Sort using Serial Merge, 28, 1000, 6, 4693715, 0.00021305083646439016
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 6, 6570025, 0.00015220642671920359
Parallel Merge Sort using Bitonic Merge, 28, 1000, 6, 1680949, 0.00059490202693268657
Parallel Merge Sort using Serial Merge, 28, 1000, 8, 7016233, 0.00014252662367653102
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 8, 6640760, 0.00015058516873978078
Parallel Merge Sort using Bitonic Merge, 28, 1000, 8, 2447085, 0.00040864944458007812
Parallel Merge Sort using Serial Merge, 28, 1000, 16, 1034557, 0.00096659659175202250
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 16, 1831094, 0.00054612162057310343
Parallel Merge Sort using Bitonic Merge, 28, 1000, 16, 646013, 0.00154795648995786905
Parallel Merge Sort using Serial Merge, 28, 1000, 32, 1144421, 0.00087380409240722656
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 32, 1527089, 0.00065484049264341593
Parallel Merge Sort using Bitonic Merge, 28, 1000, 32, 267367, 0.00374016771093010902
Parallel Merge Sort using Serial Merge, 28, 1000, 36, 886857, 0.00112757680471986532
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 36, 1011211, 0.00098891253583133221
Parallel Merge Sort using Bitonic Merge, 28, 1000, 36, 259381, 0.00385532388463616371
Parallel Merge Sort using Serial Merge, 28, 1000, 68, 365363, 0.00273699755780398846
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 68, 452987, 0.00220756535418331623
Parallel Merge Sort using Bitonic Merge, 28, 1000, 68, 120980, 0.00826578121632337570
Parallel Merge Sort using Serial Merge, 28, 1000, 72, 322321, 0.00310249323956668377
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 72, 380228, 0.00262999534606933594
Parallel Merge Sort using Bitonic Merge, 28, 1000, 72, 129330, 0.00773215293884277344
Parallel Merge Sort using Serial Merge, 32, 1000, 6, 4622332, 0.00021634102449752390
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 6, 6195427, 0.00016140937805175781
Parallel Merge Sort using Bitonic Merge, 32, 1000, 6, 2029960, 0.00049262045649811625
Parallel Merge Sort using Serial Merge, 32, 1000, 8, 4981358, 0.00020074844360351562
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 8, 5341701, 0.00018720627122092992
Parallel Merge Sort using Bitonic Merge, 32, 1000, 8, 1712240, 0.00058403017465025187
Parallel Merge Sort using Serial Merge, 32, 1000, 16, 2670850, 0.00037441254244185984
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 16, 2960406, 0.00033779145451262593
Parallel Merge Sort using Bitonic Merge, 32, 1000, 16, 810524, 0.00123376841656863689
Parallel Merge Sort using Serial Merge, 32, 1000, 32, 414547, 0.00241227145306766033
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 32, 529490, 0.00188860890921205282
Parallel Merge Sort using Bitonic Merge, 32, 1000, 32, 203731, 0.00490841874852776527
Parallel Merge Sort using Serial Merge, 32, 1000, 36, 509586, 0.00196237559430301189
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 36, 682977, 0.00146417622454464436
Parallel Merge Sort using Bitonic Merge, 32, 1000, 36, 246512, 0.00405659666284918785
Parallel Merge Sort using Serial Merge, 32, 1000, 68, 379760, 0.00263323774561285973
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 68, 420456, 0.00237836828455328941
