Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,2,284186176,0.00035188198671676219
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,4,284147680,0.00035192965879105031
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,8,292143488,0.00034229754237458110
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,16,300300992,0.00033299921778962016
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,32,507539200,0.00019702911959029734
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,64,629869952,0.00015876293764449656
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,128,440856000,0.00022683144197799265
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,256,77639232,0.00128800864331424236
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,2,449068960,0.00022268295288085938
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,4,738824000,0.00013535023026634008
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,8,1068068224,0.00009362697892356664
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,16,1244231424,0.00008037090447032824
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,32,1230361984,0.00008127689216053113
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,64,1017787904,0.00009825229790294543
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,128,497308960,0.00020108223543502390
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,256,80244584,0.00124619004782289267
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,2,447201600,0.00022361279116012156
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,4,746450240,0.00013396740541793406
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,8,989222656,0.00010108947753906250
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,16,1416515968,0.00007059574272716418
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,32,1429551488,0.00006995200965320691
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,64,1179500544,0.00008478164818370715
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,128,556642880,0.00017964839935302734
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,256,78458336,0.00127456185873597860
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,2,467019712,0.00021412372007034719
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,4,740912256,0.00013496875180862844
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,8,1106968576,0.00009033679816639051
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,16,1157368704,0.00008640289161121473
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,32,1400903168,0.00007138252112781629
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,64,1133289344,0.00008823871758067980
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,128,560136768,0.00017852782912086695
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,256,82524424,0.00121176242828369141
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,2,441319840,0.00022659302339889109
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,4,746716032,0.00013391971879173070
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,8,1091982336,0.00009157657768810168
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,16,1403716224,0.00007123946852516383
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,32,1449310336,0.00006899833533680066
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,64,1173231872,0.00008523464202880859
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,128,547416320,0.00018267631821800023
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,256,79460152,0.00125849246978759766
AVX-512 Merge Path Based Parallel Merge,24,50000,50000,2,452459968,0.00022101402282714844
AVX-512 Merge Path Based Parallel Merge,24,50000,50000,4,743934720,0.00013442039198707789
AVX-512 Merge Path Based Parallel Merge,24,50000,50000,8,1080449280,0.00009255409531760961
AVX-512 Merge Path Based Parallel Merge,24,50000,50000,16,1279141248,0.00007817745063221082
AVX-512 Merge Path Based Parallel Merge,24,50000,50000,32,1465003264,0.00006825923628639430
AVX-512 Merge Path Based Parallel Merge,24,50000,50000,64,1168329856,0.00008559226989746094
AVX-512 Merge Path Based Parallel Merge,24,50000,50000,128,546062272,0.00018312930478714406
AVX-512 Merge Path Based Parallel Merge,24,50000,50000,256,81182696,0.00123178958892822266
AVX-512 Merge Path Based Parallel Merge,28,50000,50000,2,455012384,0.00021977424330543727
AVX-512 Merge Path Based Parallel Merge,28,50000,50000,4,724279744,0.00013806819333694875
AVX-512 Merge Path Based Parallel Merge,28,50000,50000,8,1079892864,0.00009260177466785535
AVX-512 Merge Path Based Parallel Merge,28,50000,50000,16,1449310336,0.00006899833533680066
AVX-512 Merge Path Based Parallel Merge,28,50000,50000,32,1470653568,0.00006799698167014867
AVX-512 Merge Path Based Parallel Merge,28,50000,50000,64,1178175232,0.00008487701416015625
AVX-512 Merge Path Based Parallel Merge,28,50000,50000,128,541200512,0.00018477439880371094
AVX-512 Merge Path Based Parallel Merge,28,50000,50000,256,80244584,0.00124619004782289267
AVX-512 Merge Path Based Parallel Merge,4,500000,500000,2,277577280,0.00360260019078850746
AVX-512 Merge Path Based Parallel Merge,4,500000,500000,4,269034656,0.00371699337847530842
AVX-512 Merge Path Based Parallel Merge,4,500000,500000,8,312373696,0.00320129399187862873
AVX-512 Merge Path Based Parallel Merge,4,500000,500000,16,314958624,0.00317502021789550781
AVX-512 Merge Path Based Parallel Merge,4,500000,500000,32,609079488,0.00164182181470096111
AVX-512 Merge Path Based Parallel Merge,4,500000,500000,64,1045283328,0.00095667841378599405
AVX-512 Merge Path Based Parallel Merge,4,500000,500000,128,1033410688,0.00096766947535797954
AVX-512 Merge Path Based Parallel Merge,4,500000,500000,256,535226688,0.00186836719512939453
AVX-512 Merge Path Based Parallel Merge,8,500000,500000,2,492902400,0.00202879915013909340
AVX-512 Merge Path Based Parallel Merge,8,500000,500000,4,945877376,0.00105721945874392986
AVX-512 Merge Path Based Parallel Merge,8,500000,500000,8,1712939520,0.00058379175607115030
AVX-512 Merge Path Based Parallel Merge,8,500000,500000,16,-2147483648,0.00043578149052336812
AVX-512 Merge Path Based Parallel Merge,8,500000,500000,32,-2147483648,0.00041770935058593750
AVX-512 Merge Path Based Parallel Merge,8,500000,500000,64,-2147483648,0.00041561125544831157
AVX-512 Merge Path Based Parallel Merge,8,500000,500000,128,1574083840,0.00063529016915708780
AVX-512 Merge Path Based Parallel Merge,8,500000,500000,256,502053312,0.00199182028882205486
