Name,Entropy,C Size,Number of Threads,Elements Per Second,Total Time
Parallel Merge Sort using Serial Merge,1,100000,1,29595646,0.00337887532077729702
Parallel Merge Sort using Serial Merge Branchless,1,100000,1,25366064,0.00394227495416998863
Parallel Merge Sort using Bitonic Merge,1,100000,1,41373492,0.00241700652986764908
Parallel Merge Sort using Serial Merge,1,100000,2,57141784,0.00175003288313746452
Parallel Merge Sort using Serial Merge Branchless,1,100000,2,49765772,0.00200941320508718491
Parallel Merge Sort using Bitonic Merge,1,100000,2,75396712,0.00132631778251379728
Parallel Merge Sort using Serial Merge,1,100000,4,111015632,0.00090077403001487255
Parallel Merge Sort using Serial Merge Branchless,1,100000,4,99438448,0.00100564723834395409
Parallel Merge Sort using Bitonic Merge,1,100000,4,145607744,0.00068677664967253804
Parallel Merge Sort using Serial Merge,1,100000,6,103579424,0.00096544268308207393
Parallel Merge Sort using Serial Merge Branchless,1,100000,6,89632024,0.00111567263957113028
Parallel Merge Sort using Bitonic Merge,1,100000,6,127364888,0.00078514573397114873
Parallel Merge Sort using Serial Merge,1,100000,8,154228432,0.00064838887192308903
Parallel Merge Sort using Serial Merge Branchless,1,100000,8,142835872,0.00070010422496125102
Parallel Merge Sort using Bitonic Merge,1,100000,8,182581728,0.00054769992129877210
Parallel Merge Sort using Serial Merge,1,100000,16,267170128,0.00037429333315230906
Parallel Merge Sort using Serial Merge Branchless,1,100000,16,249257392,0.00040119170444086194
Parallel Merge Sort using Bitonic Merge,1,100000,16,302192000,0.00033091544173657894
Parallel Merge Sort using Serial Merge,1,100000,32,217562688,0.00045963763841427863
Parallel Merge Sort using Serial Merge Branchless,1,100000,32,210582800,0.00047487259143963456
Parallel Merge Sort using Bitonic Merge,1,100000,32,225980112,0.00044251681538298726
Parallel Merge Sort using Serial Merge,1,100000,36,137891152,0.00072520971298217773
Parallel Merge Sort using Serial Merge Branchless,1,100000,36,117345504,0.00085218431195244193
Parallel Merge Sort using Bitonic Merge,1,100000,36,176386896,0.00056693551596254110
Parallel Merge Sort using Serial Merge,1,100000,48,153645952,0.00065084698144346476
Parallel Merge Sort using Serial Merge Branchless,1,100000,48,141493904,0.00070674420567229390
Parallel Merge Sort using Bitonic Merge,1,100000,48,173170224,0.00057746650418266654
Parallel Merge Sort using Serial Merge,1,100000,68,23274884,0.00429647695273160934
Parallel Merge Sort using Serial Merge Branchless,1,100000,68,65993936,0.00151529069989919662
Parallel Merge Sort using Bitonic Merge,1,100000,68,81473648,0.00122739071957767010
Parallel Merge Sort using Serial Merge,1,100000,72,50406676,0.00198386423289775848
Parallel Merge Sort using Serial Merge Branchless,1,100000,72,58374132,0.00171308754943311214
Parallel Merge Sort using Bitonic Merge,1,100000,72,56196872,0.00177945848554372787
Parallel Merge Sort using Serial Merge,2,100000,1,19040776,0.00525188678875565529
Parallel Merge Sort using Serial Merge Branchless,2,100000,1,16088314,0.00621569156646728516
Parallel Merge Sort using Bitonic Merge,2,100000,1,25540124,0.00391540769487619400
Parallel Merge Sort using Serial Merge,2,100000,2,36062724,0.00277294637635350227
Parallel Merge Sort using Serial Merge Branchless,2,100000,2,30981780,0.00322770350612699986
Parallel Merge Sort using Bitonic Merge,2,100000,2,47153024,0.00212075468152761459
Parallel Merge Sort using Serial Merge,2,100000,4,69855696,0.00143152242526412010
Parallel Merge Sort using Serial Merge Branchless,2,100000,4,59624932,0.00167715072166174650
Parallel Merge Sort using Bitonic Merge,2,100000,4,91576096,0.00109198805876076221
Parallel Merge Sort using Serial Merge,2,100000,6,78695184,0.00127072574105113745
Parallel Merge Sort using Serial Merge Branchless,2,100000,6,67944968,0.00147177930921316147
Parallel Merge Sort using Bitonic Merge,2,100000,6,98096768,0.00101940159220248461
Parallel Merge Sort using Serial Merge,2,100000,8,111006824,0.00090084550902247429
Parallel Merge Sort using Serial Merge Branchless,2,100000,8,97420288,0.00102648022584617138
Parallel Merge Sort using Bitonic Merge,2,100000,8,137036512,0.00072973250644281507
Parallel Merge Sort using Serial Merge,2,100000,16,157534320,0.00063478230731561780
Parallel Merge Sort using Serial Merge Branchless,2,100000,16,140923904,0.00070960284210741520
Parallel Merge Sort using Bitonic Merge,2,100000,16,180666704,0.00055350543698295951
Parallel Merge Sort using Serial Merge,2,100000,32,194821136,0.00051329133566468954
Parallel Merge Sort using Serial Merge Branchless,2,100000,32,182618304,0.00054759025806561112
Parallel Merge Sort using Bitonic Merge,2,100000,32,212981280,0.00046952484990470111
Parallel Merge Sort using Serial Merge,2,100000,36,135429008,0.00073839427204802632
Parallel Merge Sort using Serial Merge Branchless,2,100000,36,114337928,0.00087460043141618371
Parallel Merge Sort using Bitonic Merge,2,100000,36,174590256,0.00057276966981589794
Parallel Merge Sort using Serial Merge,2,100000,48,161744896,0.00061825750162824988
Parallel Merge Sort using Serial Merge Branchless,2,100000,48,145881232,0.00068548915442079306
Parallel Merge Sort using Bitonic Merge,2,100000,48,184672672,0.00054149865172803402
Parallel Merge Sort using Serial Merge,2,100000,68,21198792,0.00471724988892674446
Parallel Merge Sort using Serial Merge Branchless,2,100000,68,41482176,0.00241067400202155113
Parallel Merge Sort using Bitonic Merge,2,100000,68,51789840,0.00193088059313595295
Parallel Merge Sort using Serial Merge,2,100000,72,68715032,0.00145528558641672134
Parallel Merge Sort using Serial Merge Branchless,2,100000,72,28234928,0.00354171264916658401
Parallel Merge Sort using Bitonic Merge,2,100000,72,87839008,0.00113844638690352440
Parallel Merge Sort using Serial Merge,3,100000,1,16833710,0.00594046106562018394
Parallel Merge Sort using Serial Merge Branchless,3,100000,1,14311386,0.00698744319379329681
Parallel Merge Sort using Bitonic Merge,3,100000,1,22104648,0.00452393526211380959
Parallel Merge Sort using Serial Merge,3,100000,2,31116724,0.00321370596066117287
Parallel Merge Sort using Serial Merge Branchless,3,100000,2,26904518,0.00371684785932302475
Parallel Merge Sort using Bitonic Merge,3,100000,2,40692792,0.00245743757113814354
Parallel Merge Sort using Serial Merge,3,100000,4,60403668,0.00165552855469286442
Parallel Merge Sort using Serial Merge Branchless,3,100000,4,52439944,0.00190694327466189861
Parallel Merge Sort using Bitonic Merge,3,100000,4,77432536,0.00129144673701375723
Parallel Merge Sort using Serial Merge,3,100000,6,69480192,0.00143925903830677271
Parallel Merge Sort using Serial Merge Branchless,3,100000,6,59854840,0.00167070864699780941
Parallel Merge Sort using Bitonic Merge,3,100000,6,89581112,0.00111630675382912159
Parallel Merge Sort using Serial Merge,3,100000,8,95909264,0.00104265217669308186
Parallel Merge Sort using Serial Merge Branchless,3,100000,8,84649960,0.00118133542127907276
Parallel Merge Sort using Bitonic Merge,3,100000,8,115914384,0.00086270569590851665
Parallel Merge Sort using Serial Merge,3,100000,16,157325728,0.00063562393188476562
Parallel Merge Sort using Serial Merge Branchless,3,100000,16,140339680,0.00071255682269111276
Parallel Merge Sort using Bitonic Merge,3,100000,16,187561392,0.00053315877448767424
Parallel Merge Sort using Serial Merge,3,100000,32,173928528,0.00057494879001751542
Parallel Merge Sort using Serial Merge Branchless,3,100000,32,162794560,0.00061427114997059107
Parallel Merge Sort using Bitonic Merge,3,100000,32,187833536,0.00053238630061969161
Parallel Merge Sort using Serial Merge,3,100000,36,126072824,0.00079319236101582646
Parallel Merge Sort using Serial Merge Branchless,3,100000,36,107445152,0.00093070743605494499
Parallel Merge Sort using Bitonic Merge,3,100000,36,162485520,0.00061543943593278527
Parallel Merge Sort using Serial Merge,3,100000,48,139186112,0.00071846245555207133
Parallel Merge Sort using Serial Merge Branchless,3,100000,48,127575240,0.00078385113738477230
Parallel Merge Sort using Bitonic Merge,3,100000,48,164809552,0.00060676096472889185
Parallel Merge Sort using Serial Merge,3,100000,68,39594756,0.00252558710053563118
Parallel Merge Sort using Serial Merge Branchless,3,100000,68,48406020,0.00206585880368947983
Parallel Merge Sort using Bitonic Merge,3,100000,68,37085340,0.00269648316316306591
Parallel Merge Sort using Serial Merge,3,100000,72,52317688,0.00191139942035079002
Parallel Merge Sort using Serial Merge Branchless,3,100000,72,26883118,0.00371980667114257812
Parallel Merge Sort using Bitonic Merge,3,100000,72,70283656,0.00142280582804232836
Parallel Merge Sort using Serial Merge,4,100000,1,15237536,0.00656274100765585899
Parallel Merge Sort using Serial Merge Branchless,4,100000,1,12999946,0.00769233936443924904
Parallel Merge Sort using Bitonic Merge,4,100000,1,19823492,0.00504451990127563477
Parallel Merge Sort using Serial Merge,4,100000,2,28510920,0.00350742810405790806
Parallel Merge Sort using Serial Merge Branchless,4,100000,2,24623954,0.00406108610332012177
Parallel Merge Sort using Bitonic Merge,4,100000,2,36723108,0.00272308103740215302
Parallel Merge Sort using Serial Merge,4,100000,4,53321672,0.00187541008926928043
Parallel Merge Sort using Serial Merge Branchless,4,100000,4,46418424,0.00215431698597967625
Parallel Merge Sort using Bitonic Merge,4,100000,4,68471944,0.00146045209839940071
Parallel Merge Sort using Serial Merge,4,100000,6,63299072,0.00157980201765894890
Parallel Merge Sort using Serial Merge Branchless,4,100000,6,55055064,0.00181636330671608448
Parallel Merge Sort using Bitonic Merge,4,100000,6,80891320,0.00123622652608901262
Parallel Merge Sort using Serial Merge,4,100000,8,90695304,0.00110259291250258684
Parallel Merge Sort using Serial Merge Branchless,4,100000,8,80189808,0.00124704127665609121
Parallel Merge Sort using Bitonic Merge,4,100000,8,110467408,0.00090524437837302685
Parallel Merge Sort using Serial Merge,4,100000,16,148241616,0.00067457440309226513
Parallel Merge Sort using Serial Merge Branchless,4,100000,16,132045424,0.00075731513788923621
Parallel Merge Sort using Bitonic Merge,4,100000,16,176841280,0.00056547881104052067
Parallel Merge Sort using Serial Merge,4,100000,32,168732592,0.00059265375602990389
Parallel Merge Sort using Serial Merge Branchless,4,100000,32,158628784,0.00063040258828550577
Parallel Merge Sort using Bitonic Merge,4,100000,32,183479472,0.00054502009879797697
Parallel Merge Sort using Serial Merge,4,100000,36,123133000,0.00081212999066337943
Parallel Merge Sort using Serial Merge Branchless,4,100000,36,104522080,0.00095673563191667199
Parallel Merge Sort using Bitonic Merge,4,100000,36,156440256,0.00063922168919816613
Parallel Merge Sort using Serial Merge,4,100000,48,144563872,0.00069173576775938272
Parallel Merge Sort using Serial Merge Branchless,4,100000,48,127557008,0.00078396318713203073
Parallel Merge Sort using Bitonic Merge,4,100000,48,166711216,0.00059983966639265418
Parallel Merge Sort using Serial Merge,4,100000,68,25997434,0.00384653336368501186
Parallel Merge Sort using Serial Merge Branchless,4,100000,68,50579608,0.00197708141058683395
Parallel Merge Sort using Bitonic Merge,4,100000,68,61002648,0.00163927313406020403
Parallel Merge Sort using Serial Merge,4,100000,72,66586508,0.00150180573109537363
Parallel Merge Sort using Serial Merge Branchless,4,100000,72,60619128,0.00164964434225112200
Parallel Merge Sort using Bitonic Merge,4,100000,72,58923164,0.00169712537899613380
Parallel Merge Sort using Serial Merge,5,100000,1,14738379,0.00678500672802329063
Parallel Merge Sort using Serial Merge Branchless,5,100000,1,12574915,0.00795233994722366333
Parallel Merge Sort using Bitonic Merge,5,100000,1,19009554,0.00526051269844174385
Parallel Merge Sort using Serial Merge,5,100000,2,27237084,0.00367146497592329979
Parallel Merge Sort using Serial Merge Branchless,5,100000,2,23635156,0.00423098541796207428
Parallel Merge Sort using Bitonic Merge,5,100000,2,35201260,0.00284080742858350277
Parallel Merge Sort using Serial Merge,5,100000,4,52770620,0.00189499382395297289
Parallel Merge Sort using Serial Merge Branchless,5,100000,4,45728240,0.00218683248385787010
Parallel Merge Sort using Bitonic Merge,5,100000,4,66912092,0.00149449822492897511
Parallel Merge Sort using Serial Merge,5,100000,6,59803040,0.00167215580586344004
Parallel Merge Sort using Serial Merge Branchless,5,100000,6,51587980,0.00193843606393784285
Parallel Merge Sort using Bitonic Merge,5,100000,6,76616824,0.00130519631784409285
Parallel Merge Sort using Serial Merge,5,100000,8,83568360,0.00119662517681717873
Parallel Merge Sort using Serial Merge Branchless,5,100000,8,74546448,0.00134144548792392015
Parallel Merge Sort using Bitonic Merge,5,100000,8,102964088,0.00097121240105479956
Parallel Merge Sort using Serial Merge,5,100000,16,145466848,0.00068744184682145715
Parallel Merge Sort using Serial Merge Branchless,5,100000,16,130206128,0.00076801300747320056
Parallel Merge Sort using Bitonic Merge,5,100000,16,173233168,0.00057725666556507349
Parallel Merge Sort using Serial Merge,5,100000,32,167331072,0.00059761764714494348
Parallel Merge Sort using Serial Merge Branchless,5,100000,32,156021264,0.00064093829132616520
Parallel Merge Sort using Bitonic Merge,5,100000,32,179589120,0.00055682659149169922
Parallel Merge Sort using Serial Merge,5,100000,36,120151360,0.00083228352013975382
Parallel Merge Sort using Serial Merge Branchless,5,100000,36,102177984,0.00097868440207093954
Parallel Merge Sort using Bitonic Merge,5,100000,36,153460448,0.00065163371618837118
Parallel Merge Sort using Serial Merge,5,100000,48,134761520,0.00074205157579854131
Parallel Merge Sort using Serial Merge Branchless,5,100000,48,119700112,0.00083542108768597245
Parallel Merge Sort using Bitonic Merge,5,100000,48,155985296,0.00064108608057722449
Parallel Merge Sort using Serial Merge,5,100000,68,26173080,0.00382071966305375099
Parallel Merge Sort using Serial Merge Branchless,5,100000,68,53779128,0.00185945746488869190
Parallel Merge Sort using Bitonic Merge,5,100000,68,66190352,0.00151079415809363127
Parallel Merge Sort using Serial Merge,5,100000,72,84220264,0.00118736270815134048
Parallel Merge Sort using Serial Merge Branchless,5,100000,72,76561168,0.00130614521913230419
Parallel Merge Sort using Bitonic Merge,5,100000,72,101895248,0.00098140002228319645
Parallel Merge Sort using Serial Merge,6,100000,1,14558520,0.00686882995069026947
Parallel Merge Sort using Serial Merge Branchless,6,100000,1,12408798,0.00805879849940538406
Parallel Merge Sort using Bitonic Merge,6,100000,1,18708944,0.00534503720700740814
Parallel Merge Sort using Serial Merge,6,100000,2,27005858,0.00370290037244558334
Parallel Merge Sort using Serial Merge Branchless,6,100000,2,23337876,0.00428488012403249741
Parallel Merge Sort using Bitonic Merge,6,100000,2,34921888,0.00286353356204926968
Parallel Merge Sort using Serial Merge,6,100000,4,52076308,0.00192025897558778524
Parallel Merge Sort using Serial Merge Branchless,6,100000,4,45166676,0.00221402174793183804
Parallel Merge Sort using Bitonic Merge,6,100000,4,65864812,0.00151826138608157635
Parallel Merge Sort using Serial Merge,6,100000,6,59459768,0.00168180943001061678
Parallel Merge Sort using Serial Merge Branchless,6,100000,6,51467516,0.00194297311827540398
Parallel Merge Sort using Bitonic Merge,6,100000,6,75283440,0.00132831337396055460
Parallel Merge Sort using Serial Merge,6,100000,8,82634016,0.00121015543118119240
Parallel Merge Sort using Serial Merge Branchless,6,100000,8,73032056,0.00136926176492124796
Parallel Merge Sort using Bitonic Merge,6,100000,8,99460152,0.00100542779546231031
Parallel Merge Sort using Serial Merge,6,100000,16,141845136,0.00070499419234693050
Parallel Merge Sort using Serial Merge Branchless,6,100000,16,125910464,0.00079421518603339791
Parallel Merge Sort using Bitonic Merge,6,100000,16,167645424,0.00059649703325703740
Parallel Merge Sort using Serial Merge,6,100000,32,168088160,0.00059492589207366109
Parallel Merge Sort using Serial Merge Branchless,6,100000,32,157007136,0.00063691375544294715
Parallel Merge Sort using Bitonic Merge,6,100000,32,180069456,0.00055534124840050936
Parallel Merge Sort using Serial Merge,6,100000,36,118364464,0.00084484816761687398
Parallel Merge Sort using Serial Merge Branchless,6,100000,36,100195504,0.00099804881028831005
Parallel Merge Sort using Bitonic Merge,6,100000,36,150482336,0.00066452979808673263
Parallel Merge Sort using Serial Merge,6,100000,48,134854672,0.00074153899913653731
Parallel Merge Sort using Serial Merge Branchless,6,100000,48,118689024,0.00084253790555521846
Parallel Merge Sort using Bitonic Merge,6,100000,48,156978336,0.00063703057821840048
Parallel Merge Sort using Serial Merge,6,100000,68,28814890,0.00347042805515229702
Parallel Merge Sort using Serial Merge Branchless,6,100000,68,59868764,0.00167032005265355110
Parallel Merge Sort using Bitonic Merge,6,100000,68,75264528,0.00132864713668823242
Parallel Merge Sort using Serial Merge,6,100000,72,29660066,0.00337153673171997070
Parallel Merge Sort using Serial Merge Branchless,6,100000,72,64611552,0.00154771085362881422
