Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 1000, 11444213, 0.00008738040924072266
Merge Sort using Serial Merge, 28, 1000, 10928359, 0.00009150504774879664
Merge Sort using Serial Merge Branchless, 28, 1000, 14041861, 0.00007121563248801976
Merge Sort using Bitonic Merge, 28, 1000, 15768060, 0.00006341934204101562
Quick Sort, 32, 1000, 13017703, 0.00007681846909690648
Merge Sort using Serial Merge, 32, 1000, 13210406, 0.00007569789886474609
Merge Sort using Serial Merge Branchless, 32, 1000, 15403247, 0.00006492137617897242
Merge Sort using Bitonic Merge, 32, 1000, 17970454, 0.00005564689490711316
Quick Sort, 28, 10000, 10009317, 0.00099906919058412313
Merge Sort using Serial Merge, 28, 10000, 10674430, 0.00093681813450530171
Merge Sort using Serial Merge Branchless, 28, 10000, 12686178, 0.00078825949458405375
Merge Sort using Bitonic Merge, 28, 10000, 15572526, 0.00064215657766908407
Quick Sort, 32, 10000, 9971955, 0.00100281240884214640
Merge Sort using Serial Merge, 32, 10000, 10683403, 0.00093603134155273438
Merge Sort using Serial Merge Branchless, 32, 10000, 12620141, 0.00079238414764404297
Merge Sort using Bitonic Merge, 32, 10000, 15769839, 0.00063412188319489360
Quick Sort, 28, 100000, 8136980, 0.01228957157582044601
Merge Sort using Serial Merge, 28, 100000, 8718789, 0.01146948337554931641
Merge Sort using Serial Merge Branchless, 28, 100000, 11201329, 0.00892751198261976242
Merge Sort using Bitonic Merge, 28, 100000, 14610889, 0.00684421043843030930
Quick Sort, 32, 100000, 8460778, 0.01181924343109130859
Merge Sort using Serial Merge, 32, 100000, 9199629, 0.01087000407278537750
Merge Sort using Serial Merge Branchless, 32, 100000, 11531334, 0.00867202319204807281
Merge Sort using Bitonic Merge, 32, 100000, 14941237, 0.00669288635253906250
Quick Sort, 28, 1000000, 7158928, 0.13968572020530700684
Merge Sort using Serial Merge, 28, 1000000, 7778290, 0.12856295704841613770
Merge Sort using Serial Merge Branchless, 28, 1000000, 10113804, 0.09887476265430450439
Merge Sort using Bitonic Merge, 28, 1000000, 13571837, 0.07368199527263641357
Quick Sort, 32, 1000000, 7198264, 0.13892237842082977295
Merge Sort using Serial Merge, 32, 1000000, 7808948, 0.12805822491645812988
Merge Sort using Serial Merge Branchless, 32, 1000000, 10145395, 0.09856688976287841797
Merge Sort using Bitonic Merge, 32, 1000000, 13734547, 0.07280910015106201172
