Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,64,707718592,0.00009260177466785535
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,128,392178496,0.00016710758791305125
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,256,56789440,0.00115401740185916424
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,2,399938752,0.00016386508650612086
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,4,613292928,0.00010685921006370336
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,8,986994304,0.00006639957427978516
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,16,1286881536,0.00005092620995128527
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,32,916565248,0.00007150173041736707
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,64,822495232,0.00007967949204612523
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,128,428826688,0.00015282630920410156
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,256,55209672,0.00118703837506473064
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,2,395963552,0.00016551018052268773
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,4,637028736,0.00010287761688232422
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,8,1012814720,0.00006470680091297254
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,16,1281482112,0.00005114078521728516
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,32,874850112,0.00007491112046409398
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,64,428626080,0.00015289783186744899
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,128,420624192,0.00015580654144287109
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,256,53162732,0.00123274326324462891
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,2,230341408,0.00056903361110016704
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,4,261988112,0.00050029752310365438
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,8,301054624,0.00043537616147659719
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,16,301715520,0.00043442248716019094
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,32,475402816,0.00027570725069381297
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,64,485650016,0.00026988983154296875
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,128,478006976,0.00027420520200394094
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,256,166330576,0.00078802107600495219
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,2,396964256,0.00033018589601852000
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,4,672978112,0.00019476414308883250
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,8,1071022464,0.00012238025374244899
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,16,1440282368,0.00009100437455344945
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,32,1381296000,0.00009489059448242188
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,64,1158600192,0.00011312961578369141
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,128,609823424,0.00021493434906005859
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,256,165663952,0.00079119205474853516
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,2,368296256,0.00035588740138337016
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,4,689089792,0.00019021033949684352
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,8,883425728,0.00014836787886451930
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,16,1615978240,0.00008111000352073461
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,32,1712101504,0.00007655620720470324
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,64,1434644608,0.00009136200242210180
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,128,679801920,0.00019280910782981664
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,256,181551408,0.00072195532266050577
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,2,368320928,0.00035586356534622610
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,4,694223744,0.00018880367861129344
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,8,1086044672,0.00012068748765159398
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,16,1584767488,0.00008270740363514051
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,32,1159333248,0.00011305809312034398
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,64,1376109696,0.00009524822235107422
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,128,517076608,0.00025348662165924907
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,256,176617024,0.00074212549952790141
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,2,372085152,0.00035226345062255859
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,4,673225344,0.00019469260587356985
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,8,1033375616,0.00012683868408203125
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,16,1135859072,0.00011539459228515625
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,32,1708377344,0.00007672309584449977
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,64,1388622976,0.00009438991401111707
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,128,691342784,0.00018959045701194555
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,256,64172832,0.00204248423688113689
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,2,397682144,0.00032958984957076609
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,4,619303616,0.00021164417557884008
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,8,1064592896,0.00012311936006881297
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,16,1590268416,0.00008242130570579320
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,32,1732605824,0.00007565021223854274
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,64,1358427904,0.00009648800187278539
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,128,527799360,0.00024833678617142141
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,256,170414080,0.00076913833618164062
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,2,393554144,0.00033304691896773875
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,4,741210496,0.00017683506303001195
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,8,1036883840,0.00012640953355003148
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,16,1586139136,0.00008263588097179309
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,32,1719598976,0.00007622242264915258
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,64,1430910464,0.00009160042100120336
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,128,666693952,0.00019659995450638235
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,256,176798784,0.00074136257171630859
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,2,207365040,0.00126416678540408611
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,4,266128912,0.00098502635955810547
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,8,306219456,0.00085606577340513468
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,16,310088448,0.00084538460941985250
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,32,563014784,0.00046560764894820750
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,64,870486592,0.00030114650144241750
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,128,698235648,0.00037543772486969829
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,256,291825696,0.00089828966883942485
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,2,312547744,0.00083873269613832235
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,4,739515456,0.00035448075504973531
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,8,1062022208,0.00024683476658537984
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,16,1673788416,0.00015661717043258250
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,32,1774837120,0.00014770030975341797
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,64,1576360704,0.00016629695892333984
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,128,877993728,0.00029857159825041890
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,256,269079264,0.00097422598628327250
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,2,291701792,0.00089867116184905171
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,4,679130112,0.00038599967956542969
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,8,1247885184,0.00021007060422562063
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,16,1394611328,0.00018796921358443797
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,32,-2147483648,0.00011742115020751953
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,64,2022648448,0.00012960433377884328
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,128,965924288,0.00027139188023284078
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,256,316606656,0.00082798005314543843
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,2,294317568,0.00089068413944914937
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,4,671088640,0.00039062500582076609
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,8,1289447168,0.00020329952531028539
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,16,1806624512,0.00014510154142044485
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,32,-2147483648,0.00011219978478038684
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,64,2080438272,0.00012600421905517578
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,128,997923008,0.00026268960209563375
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,256,320044128,0.00081908702850341797
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,2,279930656,0.00093646050663664937
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,4,639436800,0.00040996074676513672
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,8,1212652032,0.00021617412858176976
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,16,1762037888,0.00014877319335937500
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,32,-2147483648,0.00011079311661887914
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,64,2071423616,0.00012655257887672633
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,128,1020712640,0.00025682448176667094
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,256,317676928,0.00082519056741148233
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,2,285565184,0.00091798306675627828
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,4,700995648,0.00037395954132080078
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,8,1158966656,0.00022618770890403539
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,16,1650918400,0.00015878677368164062
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,32,-2147483648,0.00010917186591541395
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,64,2078864768,0.00012609959230758250
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,128,999374336,0.00026230810908600688
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,256,325395584,0.00080561637878417969
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,2,288525152,0.00090856553288176656
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,4,676664192,0.00038740635500289500
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,8,1128051328,0.00023238659196067601
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,16,1723642496,0.00015208721742965281
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,32,1556279680,0.00016844272613525391
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,64,2134559616,0.00012280940427444875
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,128,985578752,0.00026597976102493703
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,256,290169856,0.00090341566829010844
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,2,174286352,0.00300819869153201580
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,4,273190944,0.00191912648733705282
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,8,331203136,0.00158298015594482422
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,16,312166144,0.00167951581533998251
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,32,571798656,0.00091691018315032125
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,64,902978368,0.00058062077732756734
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,128,745229504,0.00070352555485442281
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,256,147897136,0.00354495039209723473
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,2,196710192,0.00266528129577636719
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,4,604675456,0.00086705683497712016
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,8,1368743552,0.00038304328336380422
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,16,1734519040,0.00030226708622649312
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,32,2117499520,0.00024759769439697266
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,64,1777132032,0.00029501915560103953
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,128,1228367360,0.00042681692866608500
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,256,416860640,0.00125770573504269123
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,2,230711136,0.00227248668670654297
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,4,547974912,0.00095677375793457031
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,8,1239444992,0.00042300223140046000
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,16,1979853568,0.00026481150416657329
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,32,-2147483648,0.00020558833784889430
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,64,2144342528,0.00024449825286865234
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,128,1598824448,0.00032792091951705515
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,256,534820928,0.00098030571825802326
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,2,144768768,0.00362155446782708168
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,4,536360224,0.00097749230917543173
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,8,1232774528,0.00042529107304289937
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,16,1914858240,0.00027379990206100047
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,32,-2147483648,0.00020103454880882055
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,64,-2147483648,0.00018582344637252390
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,128,1662903168,0.00031528473482467234
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,256,481144608,0.00108966825064271688
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,2,235184624,0.00222926144488155842
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,4,540792192,0.00096948147984221578
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,8,1326230784,0.00039532184018753469
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,16,1877741696,0.00027921199216507375
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,32,-2147483648,0.00020687580399680883
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,64,-2147483648,0.00018739700317382812
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,128,1238886400,0.00042319297790527344
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,256,574998272,0.00091180799063295126
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,2,221626576,0.00236563687212765217
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,4,542085312,0.00096716883126646280
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,8,1304516352,0.00040190218714997172
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,16,1876459776,0.00027940273866988719
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,32,-2147483648,0.00019767283811233938
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,64,-2147483648,0.00022408962831832469
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,128,1631322880,0.00032138824462890625
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,256,218840944,0.00239574909210205078
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,2,145642256,0.00359983439557254314
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,4,554384896,0.00094571115914732218
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,8,1219308672,0.00042998790740966797
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,16,1872305920,0.00028002262115478516
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,32,-2147483648,0.00019967555999755859
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,64,-2147483648,0.00023319720639847219
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,128,1537348480,0.00034103394136764109
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,256,549563456,0.00095400807913392782
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,2,167642352,0.00625483971089124680
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,4,232002400,0.00451967725530266762
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,8,304230432,0.00344665045849978924
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,16,317768736,0.00329980859532952309
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,32,606836352,0.00172793865203857422
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,64,1049753280,0.00099887850228697062
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,128,1020404736,0.00102760794106870890
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,256,683297856,0.00153458118438720703
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,2,195171200,0.00537259597331285477
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,4,585048896,0.00179228780325502157
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,8,1165199744,0.00089991092681884766
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,16,-2147483648,0.00048768520355224609
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,32,-2147483648,0.00042638779268600047
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,64,1971599360,0.00053184031276032329
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,128,1694881024,0.00061867234762758017
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,256,381010880,0.00275208940729498863
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,2,99039928,0.01058740634471178055
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,4,455576736,0.00230164523236453533
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,8,1058112960,0.00099098682403564453
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,16,-2147483648,0.00048239232273772359
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,32,-2147483648,0.00028555392054840922
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,64,-2147483648,0.00036678314791060984
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,128,2120562432,0.00049448013305664062
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,256,841538112,0.00124602322466671467
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,2,83528568,0.01255350094288587570
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,4,443960096,0.00236186990514397621
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,8,1081212160,0.00096981524256989360
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,16,-2147483648,0.00046401022700592875
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,32,-2147483648,0.00030341147794388235
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,64,-2147483648,0.00036783219547942281
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,128,-2147483648,0.00041518211946822703
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,256,838841600,0.00125002861022949219
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,2,87919432,0.01192655600607395172
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,4,449564672,0.00233242521062493324
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,8,1062612416,0.00098679063376039267
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,16,-2147483648,0.00045700074406340718
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,32,-2147483648,0.00032820701017044485
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,64,-2147483648,0.00030398368835449219
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,128,-2147483648,0.00048296450404450297
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,256,875790912,0.00119729037396609783
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,2,90220224,0.01162240467965602875
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,4,473030304,0.00221672048792243004
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,8,1092248192,0.00096001627389341593
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,16,-2147483648,0.00047309399815276265
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,32,-2147483648,0.00030810834141448140
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,64,-2147483648,0.00031020640744827688
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,128,-2147483648,0.00046451092930510640
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,256,812827456,0.00129003520123660564
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,2,88560664,0.01184020005166530609
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,4,472461184,0.00221939082257449627
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,8,1061868416,0.00098748202435672283
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,16,-2147483648,0.00048358441563323140
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,32,-2147483648,0.00032699108123779297
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,64,-2147483648,0.00030615329160355031
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,128,-2147483648,0.00043187142000533640
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,256,821051840,0.00127711298409849405
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,2,199246000,0.01052544079720973969
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,4,231283200,0.00906746368855237961
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,8,324486880,0.00646297913044691086
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,16,320249216,0.00654850015416741371
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,32,625175424,0.00335450167767703533
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,64,1102999808,0.00190131668932735920
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,128,1251524992,0.00167567725293338299
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,256,1016219712,0.00206367974169552326
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,2,192274416,0.01090707816183567047
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,4,420180160,0.00499107828363776207
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,8,1018478912,0.00205910205841064453
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,16,1676116736,0.00125119683798402548
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,32,-2147483648,0.00079429149627685547
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,64,-2147483648,0.00073869229527190328
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,128,2116938880,0.00099065306130796671
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,256,1021471232,0.00205307011492550373
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,2,107620240,0.01948659494519233704
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,4,266646064,0.00786492787301540375
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,8,965373056,0.00217237463220953941
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,16,2142514432,0.00097882747650146484
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,32,-2147483648,0.00048565864562988281
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,64,-2147483648,0.00046937464503571391
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,128,-2147483648,0.00055034161778166890
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,256,1611153536,0.00130164623260498047
