Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 1000, 9534676, 0.00010488033149158582
Merge Sort using Serial Merge, 28, 1000, 10138516, 0.00009863376908469945
Merge Sort using Serial Merge Branchless, 28, 1000, 12045674, 0.00008301735215354711
Merge Sort using Bitonic Merge, 28, 1000, 12625839, 0.00007920265488792211
Quick Sort, 32, 1000, 13017703, 0.00007681846909690648
Merge Sort using Serial Merge, 32, 1000, 13349153, 0.00007491112046409398
Merge Sort using Serial Merge Branchless, 32, 1000, 15667926, 0.00006382465653587133
Merge Sort using Bitonic Merge, 32, 1000, 17757426, 0.00005631446765619330
Quick Sort, 28, 10000, 9853186, 0.00101490016095340252
Merge Sort using Serial Merge, 28, 10000, 10741681, 0.00093095301417633891
Merge Sort using Serial Merge Branchless, 28, 10000, 12629642, 0.00079178810119628906
Merge Sort using Bitonic Merge, 28, 10000, 15594527, 0.00064125063363462687
Quick Sort, 32, 10000, 10021752, 0.00099782948382198811
Merge Sort using Serial Merge, 32, 10000, 10376033, 0.00096375943394377828
Merge Sort using Serial Merge Branchless, 32, 10000, 12503888, 0.00079975125845521688
Merge Sort using Bitonic Merge, 32, 10000, 15615428, 0.00064039230346679688
