Name,Entropy,C Size,Elements Per Second,Total Time
Quick Sort,1,100000,39606492,0.00252483855001628399
Merge Sort using Serial Merge,1,100000,31242394,0.00320077897049486637
Merge Sort using Serial Merge Branchless,1,100000,26518468,0.00377095700241625309
Merge Sort using Bitonic Merge,1,100000,42476500,0.00235424283891916275
Quick Sort,2,100000,21865558,0.00457340246066451073
Merge Sort using Serial Merge,2,100000,18759310,0.00533068645745515823
Merge Sort using Serial Merge Branchless,2,100000,15874647,0.00629935273900628090
Merge Sort using Bitonic Merge,2,100000,25232130,0.00396320084109902382
Quick Sort,3,100000,19006418,0.00526138069108128548
Merge Sort using Serial Merge,3,100000,16883318,0.00592300668358802795
Merge Sort using Serial Merge Branchless,3,100000,14357648,0.00696492893621325493
Merge Sort using Bitonic Merge,3,100000,22200412,0.00450442079454660416
Quick Sort,4,100000,16783808,0.00595812313258647919
Merge Sort using Serial Merge,4,100000,15360735,0.00651010498404502869
Merge Sort using Serial Merge Branchless,4,100000,13090890,0.00763890007510781288
Merge Sort using Bitonic Merge,4,100000,19986030,0.00500349514186382294
Quick Sort,5,100000,15564615,0.00642482982948422432
Merge Sort using Serial Merge,5,100000,14786956,0.00676271691918373108
Merge Sort using Serial Merge Branchless,5,100000,12609263,0.00793067738413810730
Merge Sort using Bitonic Merge,5,100000,19098978,0.00523588201031088829
Quick Sort,6,100000,14671190,0.00681607984006404877
Merge Sort using Serial Merge,6,100000,14585571,0.00685609085485339165
Merge Sort using Serial Merge Branchless,6,100000,12443868,0.00803608633577823639
Merge Sort using Bitonic Merge,6,100000,18787544,0.00532267568632960320
Quick Sort,7,100000,13939071,0.00717407930642366409
Merge Sort using Serial Merge,7,100000,14519201,0.00688743125647306442
Merge Sort using Serial Merge Branchless,7,100000,12378980,0.00807821005582809448
Merge Sort using Bitonic Merge,7,100000,18661480,0.00535863172262907028
Quick Sort,8,100000,13319242,0.00750793470069766045
Merge Sort using Serial Merge,8,100000,14508238,0.00689263595268130302
Merge Sort using Serial Merge Branchless,8,100000,12363183,0.00808853190392255783
Merge Sort using Bitonic Merge,8,100000,18618132,0.00537110818549990654
Quick Sort,9,100000,12752113,0.00784183759242296219
Merge Sort using Serial Merge,9,100000,14486565,0.00690294755622744560
Merge Sort using Serial Merge Branchless,9,100000,12344034,0.00810107961297035217
Merge Sort using Bitonic Merge,9,100000,18569606,0.00538514368236064911
Quick Sort,10,100000,12240185,0.00816981121897697449
