Name,Entropy,A Size,B Size,Elements Per Second,Total Time
Serial Merge,1,50000,50000,249417472,0.00040093422285281122
Serial Merge Branchless,1,50000,50000,280701920,0.00035624980228021741
Bitonic Merge,1,50000,50000,451670656,0.00022140025976113975
AVX512 Merge,1,50000,50000,10643853,0.00939509365707635880
Serial Merge,2,50000,50000,236112592,0.00042352676973678172
Serial Merge Branchless,2,50000,50000,251044688,0.00039833545451983809
Bitonic Merge,2,50000,50000,692815296,0.00014433861360885203
AVX512 Merge,2,50000,50000,11085262,0.00902098696678876877
Serial Merge,3,50000,50000,205901888,0.00048566819168627262
Serial Merge Branchless,3,50000,50000,221744864,0.00045096874237060547
Bitonic Merge,3,50000,50000,659917568,0.00015153408457990736
AVX512 Merge,3,50000,50000,10498373,0.00952528510242700577
Serial Merge,4,50000,50000,194508512,0.00051411631284281611
Serial Merge Branchless,4,50000,50000,206463408,0.00048434734344482422
Bitonic Merge,4,50000,50000,619268288,0.00016148090071510524
AVX512 Merge,4,50000,50000,9967732,0.01003237254917621613
Serial Merge,5,50000,50000,187918528,0.00053214549552649260
Serial Merge Branchless,5,50000,50000,200709376,0.00049823283916339278
Bitonic Merge,5,50000,50000,609123712,0.00016417026927229017
AVX512 Merge,5,50000,50000,9233865,0.01082970108836889267
Serial Merge,6,50000,50000,187073664,0.00053454877343028784
Serial Merge Branchless,6,50000,50000,200159584,0.00049960135947912931
Bitonic Merge,6,50000,50000,611254208,0.00016359805886168033
AVX512 Merge,6,50000,50000,9053086,0.01104595698416233063
Serial Merge,7,50000,50000,186893616,0.00053506373660638928
Serial Merge Branchless,7,50000,50000,198471776,0.00050384999485686421
Bitonic Merge,7,50000,50000,612647040,0.00016322612646035850
AVX512 Merge,7,50000,50000,8982206,0.01113312225788831711
Serial Merge,8,50000,50000,184403920,0.00054228783119469881
Serial Merge Branchless,8,50000,50000,197074816,0.00050742150051519275
Bitonic Merge,8,50000,50000,608187456,0.00016442299238406122
AVX512 Merge,8,50000,50000,8932440,0.01119514927268028259
Serial Merge,9,50000,50000,184424992,0.00054222584003582597
Serial Merge Branchless,9,50000,50000,184478528,0.00054206850472837687
Bitonic Merge,9,50000,50000,609406912,0.00016409397358074784
AVX512 Merge,9,50000,50000,8908437,0.01122531387954950333
Serial Merge,10,50000,50000,185927632,0.00053784367628395557
Serial Merge Branchless,10,50000,50000,197613360,0.00050603866111487150
Bitonic Merge,10,50000,50000,600232384,0.00016660214168950915
AVX512 Merge,10,50000,50000,8825031,0.01133140549063682556
Serial Merge,11,50000,50000,167988528,0.00059527874691411853
Serial Merge Branchless,11,50000,50000,179493824,0.00055712222820147872
Bitonic Merge,11,50000,50000,552143616,0.00018111229292117059
AVX512 Merge,11,50000,50000,7812507,0.01279998756945133209
Serial Merge,12,50000,50000,186664064,0.00053572177421301603
Serial Merge Branchless,12,50000,50000,197325152,0.00050677778199315071
Bitonic Merge,12,50000,50000,598365632,0.00016712189244572073
AVX512 Merge,12,50000,50000,8411450,0.01188855618238449097
Serial Merge,13,50000,50000,184938944,0.00054071901831775904
Serial Merge Branchless,13,50000,50000,198484928,0.00050381658365949988
Bitonic Merge,13,50000,50000,603115136,0.00016580581723246723
AVX512 Merge,13,50000,50000,8141244,0.01228313427418470383
Serial Merge,14,50000,50000,171059232,0.00058459280990064144
Serial Merge Branchless,14,50000,50000,183147776,0.00054600718431174755
Bitonic Merge,14,50000,50000,510678400,0.00019581794913392514
AVX512 Merge,14,50000,50000,7294111,0.01370968855917453766
Serial Merge,15,50000,50000,185097264,0.00054025650024414062
Serial Merge Branchless,15,50000,50000,194615024,0.00051383493700996041
Bitonic Merge,15,50000,50000,554538048,0.00018033027299679816
AVX512 Merge,15,50000,50000,7738308,0.01292272098362445831
Serial Merge,16,50000,50000,173170928,0.00057746411766856909
Serial Merge Branchless,16,50000,50000,184885120,0.00054087641183286905
Bitonic Merge,16,50000,50000,536864032,0.00018626690143719316
AVX512 Merge,16,50000,50000,7186171,0.01391561515629291534
Serial Merge,17,50000,50000,184579200,0.00054177286801859736
Serial Merge Branchless,17,50000,50000,197699040,0.00050581933464854956
Bitonic Merge,17,50000,50000,578046336,0.00017299651517532766
AVX512 Merge,17,50000,50000,7745845,0.01291014626622200012
Serial Merge,18,50000,50000,184694624,0.00054143427405506372
Serial Merge Branchless,18,50000,50000,197577968,0.00050612929044291377
Bitonic Merge,18,50000,50000,573368320,0.00017440796364098787
AVX512 Merge,18,50000,50000,7726861,0.01294186618179082870
Serial Merge,19,50000,50000,185669184,0.00053859234321862459
Serial Merge Branchless,19,50000,50000,197325152,0.00050677778199315071
Bitonic Merge,19,50000,50000,580301568,0.00017232418758794665
AVX512 Merge,19,50000,50000,7734327,0.01292937248945236206
Serial Merge,20,50000,50000,185017248,0.00054049014579504728
Serial Merge Branchless,20,50000,50000,196131152,0.00050986290443688631
Bitonic Merge,20,50000,50000,575808448,0.00017366885731462389
AVX512 Merge,20,50000,50000,7707848,0.01297379005700349808
Serial Merge,21,50000,50000,183253408,0.00054569245548918843
Serial Merge Branchless,21,50000,50000,198344144,0.00050417421152815223
Bitonic Merge,21,50000,50000,578444928,0.00017287730588577688
AVX512 Merge,21,50000,50000,7718864,0.01295527443289756775
Serial Merge,22,50000,50000,186362144,0.00053658965043723583
Serial Merge Branchless,22,50000,50000,197650592,0.00050594331696629524
Bitonic Merge,22,50000,50000,585616704,0.00017076014773920178
AVX512 Merge,22,50000,50000,7802363,0.01281662937253713608
Serial Merge,23,50000,50000,183518000,0.00054490566253662109
Serial Merge Branchless,23,50000,50000,197908000,0.00050528527935966849
Bitonic Merge,23,50000,50000,571415488,0.00017500401008874178
AVX512 Merge,23,50000,50000,7763768,0.01288034394383430481
Serial Merge,24,50000,50000,76937120,0.00129976274911314249
Serial Merge Branchless,24,50000,50000,82219328,0.00121625897008925676
Bitonic Merge,24,50000,50000,240490800,0.00041581632103770971
AVX512 Merge,24,50000,50000,3172649,0.03151939809322357178
Serial Merge,25,50000,50000,76461376,0.00130784988868981600
Serial Merge Branchless,25,50000,50000,81776256,0.00122284889221191406
Bitonic Merge,25,50000,50000,236827168,0.00042224884964525700
AVX512 Merge,25,50000,50000,3068229,0.03259209170937538147
Serial Merge,26,50000,50000,76503776,0.00130712508689612150
Serial Merge Branchless,26,50000,50000,81203752,0.00123147014528512955
Bitonic Merge,26,50000,50000,233421488,0.00042840957758016884
AVX512 Merge,26,50000,50000,3185290,0.03139431029558181763
Serial Merge,27,50000,50000,76972136,0.00129917147569358349
Serial Merge Branchless,27,50000,50000,82228680,0.00121612066868692636
Bitonic Merge,27,50000,50000,240570816,0.00041567801963537931
AVX512 Merge,27,50000,50000,3204978,0.03120145387947559357
Serial Merge,28,50000,50000,76582280,0.00130578514654189348
Serial Merge Branchless,28,50000,50000,81221368,0.00123120308853685856
Bitonic Merge,28,50000,50000,238570272,0.00041916369809769094
AVX512 Merge,28,50000,50000,3198410,0.03126553446054458618
Serial Merge,29,50000,50000,77083600,0.00129729276522994041
Serial Merge Branchless,29,50000,50000,82174544,0.00121692183893173933
Bitonic Merge,29,50000,50000,237247808,0.00042150021181441844
AVX512 Merge,29,50000,50000,3181164,0.03143503144383430481
Serial Merge,30,50000,50000,76142952,0.00131331919692456722
Serial Merge Branchless,30,50000,50000,81455760,0.00122766022104769945
Bitonic Merge,30,50000,50000,236656144,0.00042255400330759585
AVX512 Merge,30,50000,50000,3181211,0.03143456950783729553
Serial Merge,31,50000,50000,76781064,0.00130240444559603930
Serial Merge Branchless,31,50000,50000,81939528,0.00122041220311075449
Bitonic Merge,31,50000,50000,239606048,0.00041735172271728516
AVX512 Merge,31,50000,50000,3173965,0.03150633350014686584
Serial Merge,32,50000,50000,76648048,0.00130466464906930923
Serial Merge Branchless,32,50000,50000,81566016,0.00122600083705037832
Bitonic Merge,32,50000,50000,238228800,0.00041976451757363975
AVX512 Merge,32,50000,50000,3174055,0.03150543197989463806
Serial Merge,33,50000,50000,133163496,0.00075095653301104903
Serial Merge Branchless,33,50000,50000,141874880,0.00070484640309587121
Bitonic Merge,33,50000,50000,352468448,0.00028371333610266447
AVX512 Merge,33,50000,50000,4593625,0.02176930010318756104
Serial Merge,34,50000,50000,98341032,0.00101686955895274878
Serial Merge Branchless,34,50000,50000,104639944,0.00095565797528252006
Bitonic Merge,34,50000,50000,292828800,0.00034149645944125950
AVX512 Merge,34,50000,50000,4580445,0.02183193713426589966
Serial Merge,35,50000,50000,85410832,0.00117081170901656151
Serial Merge Branchless,35,50000,50000,90959840,0.00109938625246286392
Bitonic Merge,35,50000,50000,271486528,0.00036834238562732935
AVX512 Merge,35,50000,50000,4383988,0.02281028218567371368
Serial Merge,36,50000,50000,76259240,0.00131131650414317846
Serial Merge Branchless,36,50000,50000,84077104,0.00118938449304550886
Bitonic Merge,36,50000,50000,260331440,0.00038412571302615106
AVX512 Merge,36,50000,50000,4040645,0.02474852092564105988
Serial Merge,37,50000,50000,78253984,0.00127789017278701067
Serial Merge Branchless,37,50000,50000,83531232,0.00119715696200728416
Bitonic Merge,37,50000,50000,255326784,0.00039165496127679944
AVX512 Merge,37,50000,50000,3868680,0.02584860846400260925
Serial Merge,38,50000,50000,77899072,0.00128371233586221933
Serial Merge Branchless,38,50000,50000,82750736,0.00120844843331724405
Bitonic Merge,38,50000,50000,255078336,0.00039203642518259585
AVX512 Merge,38,50000,50000,3781101,0.02644732035696506500
Serial Merge,39,50000,50000,77216432,0.00129506108351051807
Serial Merge Branchless,39,50000,50000,82533848,0.00121162412688136101
Bitonic Merge,39,50000,50000,252888272,0.00039543153252452612
AVX512 Merge,39,50000,50000,3704609,0.02699339948594570160
Serial Merge,40,50000,50000,76848592,0.00130125996656715870
Serial Merge Branchless,40,50000,50000,81974432,0.00121989252511411905
Bitonic Merge,40,50000,50000,249230736,0.00040123463259078562
AVX512 Merge,40,50000,50000,3692328,0.02708318270742893219
Serial Merge,1,500000,500000,133458056,0.00749299069866538048
Serial Merge Branchless,1,500000,500000,140918880,0.00709628127515316010
Bitonic Merge,1,500000,500000,344822528,0.00290004257112741470
AVX512 Merge,1,500000,500000,4615755,0.21664927899837493896
Serial Merge,2,500000,500000,97773240,0.01022774726152420044
Serial Merge Branchless,2,500000,500000,103611976,0.00965139362961053848
Bitonic Merge,2,500000,500000,290218272,0.00344568258151412010
AVX512 Merge,2,500000,500000,4563938,0.21910901367664337158
Serial Merge,3,500000,500000,85892112,0.01164251286536455154
Serial Merge Branchless,3,500000,500000,90511800,0.01104828342795372009
Bitonic Merge,3,500000,500000,266209344,0.00375644210726022720
