Name,Entropy,C Size,Number of Threads,Elements Per Second,Total Time
Parallel Merge Sort using Serial Merge,28,128,1,18970704,0.00000674724560667528
Parallel Merge Sort V2 using Serial Merge,28,128,1,18970704,0.00000674724560667528
Parallel Merge Sort using Serial Merge,28,128,2,16122250,0.00000793933850218309
Parallel Merge Sort V2 using Serial Merge,28,128,2,16122250,0.00000793933850218309
Parallel Merge Sort using Serial Merge,28,128,3,130062,0.00098414416424930096
Parallel Merge Sort V2 using Serial Merge,28,128,3,130062,0.00098414416424930096
Parallel Merge Sort using Serial Merge,28,128,4,633700,0.00020198822312522680
Parallel Merge Sort V2 using Serial Merge,28,128,4,633700,0.00020198822312522680
Parallel Merge Sort using Serial Merge,28,128,5,1054341,0.00012140274338889867
Parallel Merge Sort V2 using Serial Merge,28,128,5,1054341,0.00012140274338889867
Parallel Merge Sort using Serial Merge,28,128,6,1875204,0.00006825923628639430
Parallel Merge Sort V2 using Serial Merge,28,128,6,1875204,0.00006825923628639430
Parallel Merge Sort using Serial Merge,28,128,7,669331,0.00019123553647659719
Parallel Merge Sort V2 using Serial Merge,28,128,7,669331,0.00019123553647659719
Parallel Merge Sort using Serial Merge,28,128,8,1249990,0.00010240077972412109
Parallel Merge Sort V2 using Serial Merge,28,128,8,1249990,0.00010240077972412109
Parallel Merge Sort using Serial Merge,28,128,9,914134,0.00014002322859596461
Parallel Merge Sort V2 using Serial Merge,28,128,9,914134,0.00014002322859596461
Parallel Merge Sort using Serial Merge,28,128,10,880404,0.00014538764662574977
Parallel Merge Sort V2 using Serial Merge,28,128,10,880404,0.00014538764662574977
Parallel Merge Sort using Serial Merge,28,128,11,750448,0.00017056465731002390
Parallel Merge Sort V2 using Serial Merge,28,128,11,750448,0.00017056465731002390
Parallel Merge Sort using Serial Merge,28,128,16,594409,0.00021533966355491430
Parallel Merge Sort V2 using Serial Merge,28,128,16,594409,0.00021533966355491430
Parallel Merge Sort using Serial Merge,28,128,19,354019,0.00036156177520751953
Parallel Merge Sort V2 using Serial Merge,28,128,19,354019,0.00036156177520751953
Parallel Merge Sort using Serial Merge,28,128,20,359929,0.00035562514676712453
Parallel Merge Sort V2 using Serial Merge,28,128,20,359929,0.00035562514676712453
Parallel Merge Sort using Serial Merge,28,128,21,328421,0.00038974283961579204
Parallel Merge Sort V2 using Serial Merge,28,128,21,328421,0.00038974283961579204
Parallel Merge Sort using Serial Merge,28,128,22,255385,0.00050120352534577250
Parallel Merge Sort V2 using Serial Merge,28,128,22,255385,0.00050120352534577250
Parallel Merge Sort using Serial Merge,28,128,36,163710,0.00078186986502259970
Parallel Merge Sort V2 using Serial Merge,28,128,36,163710,0.00078186986502259970
Parallel Merge Sort using Serial Merge,28,128,64,106517,0.00120167736895382404
Parallel Merge Sort V2 using Serial Merge,28,128,64,106517,0.00120167736895382404
Parallel Merge Sort using Serial Merge,28,128,72,51179,0.00250098714604973793
Parallel Merge Sort V2 using Serial Merge,28,128,72,51179,0.00250098714604973793
Parallel Merge Sort using Serial Merge,28,991,1,14462614,0.00006852149817859754
Parallel Merge Sort V2 using Serial Merge,28,991,1,14462614,0.00006852149817859754
Parallel Merge Sort using Serial Merge,28,991,2,20813998,0.00004761218951898627
Parallel Merge Sort V2 using Serial Merge,28,991,2,20813998,0.00004761218951898627
Parallel Merge Sort using Serial Merge,28,991,3,18807942,0.00005269050598144531
Parallel Merge Sort V2 using Serial Merge,28,991,3,18807942,0.00005269050598144531
Parallel Merge Sort using Serial Merge,28,991,4,37245120,0.00002660751306393649
Parallel Merge Sort V2 using Serial Merge,28,991,4,37245120,0.00002660751306393649
