Name,Entropy,A Size,B Size,Elements Per Second,Total Time
Basic Merge,4,32768,32768,102616160,0.00063865183619782329
SSE Bitonic Merge,4,32768,32768,128573800,0.00050971505697816610
AVX-512 Merge Path Based Merge,4,32768,32768,155210560,0.00042223930358886719
Basic Merge,8,32768,32768,97288144,0.00067362783011049032
SSE Bitonic Merge,8,32768,32768,121000976,0.00054161547450348735
AVX-512 Merge Path Based Merge,8,32768,32768,174160736,0.00037629605503752828
Basic Merge,12,32768,32768,97470976,0.00067236425820738077
SSE Bitonic Merge,12,32768,32768,111147104,0.00058963301125913858
AVX-512 Merge Path Based Merge,12,32768,32768,176023248,0.00037231444730423391
Basic Merge,16,32768,32768,95218896,0.00068826676579192281
SSE Bitonic Merge,16,32768,32768,103407536,0.00063376425532624125
AVX-512 Merge Path Based Merge,16,32768,32768,181954000,0.00036017893580719829
Basic Merge,20,32768,32768,95769600,0.00068430899409577250
SSE Bitonic Merge,20,32768,32768,103508776,0.00063314440194517374
AVX-512 Merge Path Based Merge,20,32768,32768,176588656,0.00037112235440872610
Basic Merge,24,32768,32768,96873272,0.00067651271820068359
SSE Bitonic Merge,24,32768,32768,105775160,0.00061957834986969829
AVX-512 Merge Path Based Merge,24,32768,32768,181090912,0.00036189556703902781
Basic Merge,28,32768,32768,95956816,0.00068297388497740030
SSE Bitonic Merge,28,32768,32768,103911808,0.00063068867893889546
AVX-512 Merge Path Based Merge,28,32768,32768,165658944,0.00039560795994475484
Basic Merge,4,65536,65536,101251624,0.00129451754037290812
SSE Bitonic Merge,4,65536,65536,126331272,0.00103752617724239826
AVX-512 Merge Path Based Merge,4,65536,65536,163418384,0.00080206396523863077
Basic Merge,8,65536,65536,96406104,0.00135958194732666016
SSE Bitonic Merge,8,65536,65536,120026160,0.00109202857129275799
AVX-512 Merge Path Based Merge,8,65536,65536,154313088,0.00084939005319029093
Basic Merge,12,65536,65536,95520000,0.00137219426687806845
SSE Bitonic Merge,12,65536,65536,108643096,0.00120644574053585529
AVX-512 Merge Path Based Merge,12,65536,65536,151227088,0.00086672307224944234
Basic Merge,16,65536,65536,95901584,0.00136673450469970703
SSE Bitonic Merge,16,65536,65536,103151416,0.00127067568246275187
AVX-512 Merge Path Based Merge,16,65536,65536,151102384,0.00086743832798674703
Basic Merge,20,65536,65536,95791296,0.00136830809060484171
SSE Bitonic Merge,20,65536,65536,103939312,0.00126104359515011311
AVX-512 Merge Path Based Merge,20,65536,65536,150659312,0.00086998939514160156
Basic Merge,24,65536,65536,96153184,0.00136315822601318359
SSE Bitonic Merge,24,65536,65536,104276440,0.00125696661416441202
AVX-512 Merge Path Based Merge,24,65536,65536,150379072,0.00087161065312102437
Basic Merge,28,65536,65536,95543240,0.00137186050415039062
SSE Bitonic Merge,28,65536,65536,104663560,0.00125231745187193155
AVX-512 Merge Path Based Merge,28,65536,65536,151277008,0.00086643698159605265
